URL,Access_Frequency,Content_Size,Last_Access_Time,Access_Frequency_Over_Time,Storage_Cost,Content_Type,Data_Freshness
http://localhost:5000/video/item_48.mp4,72,72,2024-09-04 11:52:09,9,594,Emails,Fresh
http://localhost:5000/video/item_79.mp4,1,174,2024-09-07 17:03:38,10,29,Article,Fresh
http://localhost:5000/video/item_60.mp4,13,300,2024-09-05 12:32:47,1,106,Blogs,Fresh
http://localhost:5000/video/item_10.mp4,87,17,2024-09-07 05:27:52,3,997,Infographic,Fresh
http://localhost:5000/video/item_10.mp4,98,85,2024-09-02 22:11:55,2,904,Ebook,Fresh
http://localhost:5000/video/item_13.mp4,76,432,2024-09-05 13:15:12,5,436,News,Fresh
http://localhost:5000/video/item_32.mp4,29,341,2024-09-02 01:40:06,4,135,Article,Fresh
http://localhost:5000/video/item_60.mp4,30,313,2024-09-02 17:33:18,10,340,Social Media,Stale
http://localhost:5000/video/item_83.mp4,38,207,2024-09-03 07:40:41,2,772,Article,Stale
http://localhost:5000/video/item_63.mp4,25,432,2024-08-31 12:13:18,9,596,Social Media,Stale
http://localhost:5000/video/item_65.mp4,4,112,2024-09-02 13:08:24,5,761,Emails,Fresh
http://localhost:5000/video/item_34.mp4,41,241,2024-09-05 02:16:04,8,986,Article,Fresh
http://localhost:5000/video/item_73.mp4,62,93,2024-08-29 20:15:02,4,212,Article,Stale
http://localhost:5000/video/item_8.mp4,38,284,2024-08-30 08:39:02,5,539,Ebook,Stale
http://localhost:5000/video/item_7.mp4,29,94,2024-09-03 01:10:17,10,37,News,Fresh
http://localhost:5000/video/item_8.mp4,13,340,2024-09-05 15:30:53,3,653,Blogs,Fresh
http://localhost:5000/video/item_67.mp4,52,281,2024-08-29 05:57:04,10,518,Ebook,Stale
http://localhost:5000/video/item_30.mp4,4,75,2024-09-02 05:24:00,2,601,Infographic,Stale
http://localhost:5000/video/item_1.mp4,67,347,2024-09-01 03:34:42,1,101,Videos,Fresh
http://localhost:5000/video/item_81.mp4,57,465,2024-09-04 21:03:37,9,703,Live Video,Stale
http://localhost:5000/video/item_93.mp4,15,440,2024-08-28 06:19:36,1,738,Article,Fresh
http://localhost:5000/video/item_80.mp4,77,220,2024-09-01 07:06:20,8,427,Advertisement,Fresh
http://localhost:5000/video/item_38.mp4,50,495,2024-09-04 10:44:11,6,384,Videos,Stale
http://localhost:5000/video/item_1.mp4,23,355,2024-08-29 20:42:44,2,62,Article,Stale
http://localhost:5000/video/item_23.mp4,89,404,2024-08-28 19:49:43,7,214,News,Stale
http://localhost:5000/video/item_65.mp4,87,229,2024-08-31 14:13:13,4,233,Infographic,Fresh
http://localhost:5000/video/item_70.mp4,6,232,2024-09-03 10:06:07,9,159,Live Video,Stale
http://localhost:5000/video/item_50.mp4,2,441,2024-09-04 00:38:39,7,73,Videos,Stale
http://localhost:5000/video/item_93.mp4,18,385,2024-09-04 12:14:50,6,622,Authority Content,Fresh
http://localhost:5000/video/item_37.mp4,71,2,2024-09-04 11:30:54,10,191,Emails,Stale
http://localhost:5000/video/item_94.mp4,27,108,2024-09-05 17:13:25,4,294,News,Stale
http://localhost:5000/video/item_94.mp4,48,236,2024-08-28 13:47:59,10,794,Ebook,Stale
http://localhost:5000/video/item_52.mp4,43,148,2024-09-05 01:52:39,2,930,Article,Fresh
http://localhost:5000/video/item_73.mp4,71,325,2024-08-30 15:46:39,8,986,Article,Fresh
http://localhost:5000/video/item_36.mp4,90,268,2024-08-28 09:20:11,7,686,Authority Content,Stale
http://localhost:5000/video/item_70.mp4,13,382,2024-09-05 02:58:58,6,196,Infographic,Fresh
http://localhost:5000/video/item_54.mp4,32,387,2024-08-28 10:11:33,4,239,Videos,Stale
http://localhost:5000/video/item_65.mp4,18,160,2024-09-03 04:28:06,5,243,Ebook,Fresh
http://localhost:5000/video/item_85.mp4,83,86,2024-08-29 18:04:51,4,539,Authority Content,Stale
http://localhost:5000/video/item_63.mp4,9,212,2024-08-29 06:53:34,5,794,Infographic,Stale
http://localhost:5000/video/item_54.mp4,71,403,2024-09-05 04:27:24,9,167,Advertisement,Stale
http://localhost:5000/video/item_87.mp4,77,438,2024-09-07 09:10:05,3,148,Social Media,Fresh
http://localhost:5000/video/item_50.mp4,18,234,2024-09-01 07:52:53,7,386,Emails,Stale
http://localhost:5000/video/item_70.mp4,36,151,2024-09-05 15:14:30,10,931,Ebook,Stale
http://localhost:5000/video/item_1.mp4,88,219,2024-08-29 22:02:47,5,470,News,Stale
http://localhost:5000/video/item_83.mp4,81,44,2024-08-31 13:53:38,3,990,News,Fresh
http://localhost:5000/video/item_12.mp4,55,281,2024-08-27 05:15:12,9,591,Social Media,Stale
http://localhost:5000/video/item_86.mp4,97,211,2024-08-29 10:00:07,6,632,Blogs,Stale
http://localhost:5000/video/item_33.mp4,64,311,2024-09-03 18:02:56,5,892,Social Media,Fresh
http://localhost:5000/video/item_11.mp4,62,179,2024-09-03 02:00:10,1,196,Ebook,Stale
http://localhost:5000/video/item_33.mp4,17,47,2024-09-05 06:53:01,4,708,Live Video,Fresh
http://localhost:5000/video/item_13.mp4,49,77,2024-08-31 07:43:48,2,964,Emails,Fresh
http://localhost:5000/video/item_20.mp4,94,173,2024-09-04 10:48:02,4,478,News,Fresh
http://localhost:5000/video/item_67.mp4,80,500,2024-09-01 19:15:27,9,255,Infographic,Stale
http://localhost:5000/video/item_0.mp4,50,110,2024-08-31 23:14:29,10,426,Blogs,Stale
http://localhost:5000/video/item_67.mp4,71,456,2024-08-27 13:05:44,1,604,Videos,Stale
http://localhost:5000/video/item_76.mp4,82,201,2024-09-01 21:41:16,5,723,Authority Content,Fresh
http://localhost:5000/video/item_0.mp4,12,211,2024-09-04 18:17:17,1,894,Videos,Fresh
http://localhost:5000/video/item_13.mp4,1,390,2024-09-04 08:46:23,5,396,Videos,Fresh
http://localhost:5000/video/item_30.mp4,10,80,2024-08-28 10:00:00,5,676,Emails,Fresh
http://localhost:5000/video/item_31.mp4,99,356,2024-09-02 07:30:25,1,231,Infographic,Fresh
http://localhost:5000/video/item_16.mp4,48,309,2024-08-30 03:09:56,9,229,Videos,Fresh
http://localhost:5000/video/item_22.mp4,58,46,2024-09-04 15:54:11,3,288,Social Media,Stale
http://localhost:5000/video/item_78.mp4,29,403,2024-08-31 22:03:54,2,489,Infographic,Stale
http://localhost:5000/video/item_7.mp4,24,448,2024-09-01 23:12:54,3,913,Emails,Stale
http://localhost:5000/video/item_16.mp4,57,341,2024-09-01 11:14:13,1,155,Authority Content,Fresh
http://localhost:5000/video/item_42.mp4,48,273,2024-09-04 13:24:21,7,854,Advertisement,Fresh
http://localhost:5000/video/item_94.mp4,25,140,2024-09-01 19:55:22,8,873,Infographic,Fresh
http://localhost:5000/video/item_24.mp4,14,340,2024-09-04 22:37:46,9,35,Advertisement,Stale
http://localhost:5000/video/item_70.mp4,1,220,2024-08-29 05:56:32,9,154,Authority Content,Fresh
http://localhost:5000/video/item_96.mp4,60,171,2024-08-30 05:18:15,3,224,Emails,Fresh
http://localhost:5000/video/item_97.mp4,11,208,2024-09-05 01:04:13,1,547,Emails,Stale
http://localhost:5000/video/item_20.mp4,34,350,2024-09-06 12:51:27,7,135,Social Media,Stale
http://localhost:5000/video/item_20.mp4,31,328,2024-08-30 00:17:13,8,433,Article,Stale
http://localhost:5000/video/item_4.mp4,62,97,2024-08-29 03:39:00,3,768,Videos,Stale
http://localhost:5000/video/item_11.mp4,23,450,2024-08-30 23:18:39,7,102,Social Media,Stale
http://localhost:5000/video/item_9.mp4,63,186,2024-08-29 18:57:02,6,831,Advertisement,Fresh
http://localhost:5000/video/item_38.mp4,28,209,2024-09-06 13:03:59,1,835,Live Video,Fresh
http://localhost:5000/video/item_67.mp4,38,102,2024-08-28 04:21:13,3,292,News,Fresh
http://localhost:5000/video/item_32.mp4,32,349,2024-09-04 00:52:34,7,997,Advertisement,Stale
http://localhost:5000/video/item_5.mp4,58,72,2024-09-05 06:55:59,3,829,News,Fresh
http://localhost:5000/video/item_60.mp4,57,101,2024-09-07 06:15:12,2,879,Blogs,Stale
http://localhost:5000/video/item_64.mp4,56,278,2024-08-28 07:44:51,9,340,Authority Content,Stale
http://localhost:5000/video/item_22.mp4,41,157,2024-09-03 09:31:25,3,274,Ebook,Stale
http://localhost:5000/video/item_11.mp4,41,356,2024-09-02 00:12:49,7,437,Videos,Fresh
http://localhost:5000/video/item_91.mp4,95,388,2024-08-28 22:33:03,8,559,Live Video,Fresh
http://localhost:5000/video/item_30.mp4,50,220,2024-09-06 08:32:32,6,127,Emails,Stale
http://localhost:5000/video/item_58.mp4,8,456,2024-08-30 02:43:47,1,777,Ebook,Fresh
http://localhost:5000/video/item_27.mp4,20,154,2024-09-02 00:51:41,1,566,Videos,Fresh
http://localhost:5000/video/item_80.mp4,17,153,2024-08-29 14:43:38,7,196,Authority Content,Stale
http://localhost:5000/video/item_22.mp4,11,257,2024-09-02 09:50:14,2,875,News,Stale
http://localhost:5000/video/item_53.mp4,3,279,2024-09-05 14:01:57,3,391,News,Stale
http://localhost:5000/video/item_21.mp4,2,147,2024-09-03 16:08:15,6,526,Advertisement,Stale
http://localhost:5000/video/item_79.mp4,46,296,2024-09-02 16:02:51,4,148,Article,Stale
http://localhost:5000/video/item_62.mp4,55,418,2024-09-01 07:35:56,6,171,Infographic,Stale
http://localhost:5000/video/item_33.mp4,18,409,2024-08-27 23:58:51,2,902,Live Video,Fresh
http://localhost:5000/video/item_52.mp4,53,249,2024-09-06 08:06:20,4,33,Authority Content,Fresh
http://localhost:5000/video/item_18.mp4,66,395,2024-09-07 00:15:42,8,168,Article,Stale
http://localhost:5000/video/item_41.mp4,79,369,2024-09-06 06:03:33,3,316,Article,Stale
http://localhost:5000/video/item_2.mp4,68,342,2024-09-02 06:10:42,1,619,News,Stale
http://localhost:5000/video/item_6.mp4,47,473,2024-08-31 20:45:19,10,417,Authority Content,Fresh
http://localhost:5000/video/item_97.mp4,52,302,2024-09-04 15:30:20,5,244,Advertisement,Stale
http://localhost:5000/video/item_86.mp4,39,114,2024-09-03 09:58:07,7,938,News,Fresh
http://localhost:5000/video/item_37.mp4,55,173,2024-09-07 01:10:10,9,48,Advertisement,Stale
http://localhost:5000/video/item_22.mp4,13,175,2024-08-29 19:49:20,9,984,Blogs,Fresh
http://localhost:5000/video/item_85.mp4,51,21,2024-09-03 20:26:14,1,865,Infographic,Stale
http://localhost:5000/video/item_98.mp4,17,144,2024-08-31 23:12:03,3,747,Ebook,Stale
http://localhost:5000/video/item_5.mp4,58,327,2024-08-30 23:48:39,4,268,Ebook,Fresh
http://localhost:5000/video/item_71.mp4,32,447,2024-09-02 11:02:26,8,207,Authority Content,Fresh
http://localhost:5000/video/item_40.mp4,59,500,2024-09-06 22:27:56,2,681,Ebook,Stale
http://localhost:5000/video/item_21.mp4,78,293,2024-09-01 01:17:50,8,461,Article,Stale
http://localhost:5000/video/item_65.mp4,47,405,2024-09-01 16:31:29,9,203,Infographic,Fresh
http://localhost:5000/video/item_78.mp4,37,220,2024-09-04 17:53:09,4,804,News,Fresh
http://localhost:5000/video/item_45.mp4,4,384,2024-09-07 07:53:35,6,585,Social Media,Stale
http://localhost:5000/video/item_38.mp4,73,299,2024-09-06 02:15:57,7,29,Article,Stale
http://localhost:5000/video/item_82.mp4,91,120,2024-08-31 09:01:40,2,242,Blogs,Stale
http://localhost:5000/video/item_10.mp4,12,212,2024-08-29 21:55:58,7,745,Authority Content,Fresh
http://localhost:5000/video/item_51.mp4,72,348,2024-09-05 15:29:55,7,286,News,Fresh
http://localhost:5000/video/item_88.mp4,11,194,2024-09-05 18:47:18,4,331,Blogs,Fresh
http://localhost:5000/video/item_43.mp4,67,54,2024-08-30 21:02:36,1,458,Ebook,Fresh
http://localhost:5000/video/item_51.mp4,32,247,2024-08-27 16:43:17,8,402,Blogs,Fresh
http://localhost:5000/video/item_93.mp4,60,272,2024-09-05 03:42:49,6,15,Live Video,Stale
http://localhost:5000/video/item_53.mp4,59,243,2024-08-30 06:58:34,2,723,Blogs,Stale
http://localhost:5000/video/item_4.mp4,75,282,2024-08-30 23:47:09,10,460,News,Fresh
http://localhost:5000/video/item_72.mp4,18,56,2024-09-03 14:03:31,2,854,Blogs,Fresh
http://localhost:5000/video/item_71.mp4,85,4,2024-08-31 18:28:36,6,202,News,Fresh
http://localhost:5000/video/item_81.mp4,31,46,2024-08-28 17:17:46,1,189,Social Media,Stale
http://localhost:5000/video/item_63.mp4,17,10,2024-08-29 11:42:49,8,510,Videos,Stale
http://localhost:5000/video/item_8.mp4,87,297,2024-08-31 01:29:57,5,41,Social Media,Fresh
http://localhost:5000/video/item_18.mp4,31,492,2024-08-31 11:18:08,9,727,News,Fresh
http://localhost:5000/video/item_33.mp4,71,403,2024-08-28 03:32:28,4,787,Social Media,Fresh
http://localhost:5000/video/item_96.mp4,66,302,2024-08-28 12:51:59,9,452,Ebook,Fresh
http://localhost:5000/video/item_58.mp4,40,71,2024-09-07 03:56:28,7,221,Authority Content,Fresh
http://localhost:5000/video/item_79.mp4,96,459,2024-08-28 20:39:17,7,471,Emails,Fresh
http://localhost:5000/video/item_43.mp4,20,21,2024-09-01 18:36:40,8,77,Authority Content,Stale
http://localhost:5000/video/item_16.mp4,71,394,2024-09-03 11:55:27,3,888,Live Video,Fresh
http://localhost:5000/video/item_26.mp4,58,449,2024-08-27 19:53:16,5,835,Ebook,Fresh
http://localhost:5000/video/item_46.mp4,14,239,2024-08-30 09:20:19,3,150,Videos,Fresh
http://localhost:5000/video/item_50.mp4,20,146,2024-08-27 09:18:01,1,575,Social Media,Stale
http://localhost:5000/video/item_20.mp4,35,129,2024-08-28 12:26:59,7,898,Blogs,Fresh
http://localhost:5000/video/item_34.mp4,47,15,2024-08-27 15:13:01,4,532,Blogs,Stale
http://localhost:5000/video/item_52.mp4,28,148,2024-09-05 07:46:48,1,401,Article,Fresh
http://localhost:5000/video/item_98.mp4,96,173,2024-09-04 14:40:48,1,996,Article,Stale
http://localhost:5000/video/item_11.mp4,57,281,2024-08-28 05:09:00,6,905,Live Video,Fresh
http://localhost:5000/video/item_88.mp4,97,253,2024-09-04 22:46:00,2,965,Videos,Stale
http://localhost:5000/video/item_88.mp4,80,117,2024-09-07 07:26:16,7,992,Videos,Stale
http://localhost:5000/video/item_62.mp4,3,152,2024-08-31 23:40:26,8,943,Ebook,Stale
http://localhost:5000/video/item_18.mp4,28,170,2024-08-29 13:22:09,3,92,Videos,Stale
http://localhost:5000/video/item_63.mp4,39,452,2024-09-04 11:55:43,8,408,Blogs,Fresh
http://localhost:5000/video/item_3.mp4,34,471,2024-09-06 12:35:02,7,251,Authority Content,Stale
http://localhost:5000/video/item_37.mp4,2,200,2024-09-05 10:59:24,6,789,Emails,Fresh
http://localhost:5000/video/item_89.mp4,52,15,2024-08-27 05:38:18,10,674,Emails,Stale
http://localhost:5000/video/item_45.mp4,21,80,2024-09-05 07:22:54,2,449,Ebook,Fresh
http://localhost:5000/video/item_68.mp4,86,118,2024-08-29 11:56:38,3,874,Blogs,Fresh
http://localhost:5000/video/item_34.mp4,50,261,2024-08-28 14:08:11,4,15,Advertisement,Stale
http://localhost:5000/video/item_78.mp4,6,58,2024-08-28 06:51:56,2,417,Videos,Stale
http://localhost:5000/video/item_70.mp4,20,282,2024-09-05 04:53:39,5,944,Videos,Fresh
http://localhost:5000/video/item_7.mp4,54,349,2024-08-31 14:20:01,5,808,Authority Content,Fresh
http://localhost:5000/video/item_19.mp4,74,472,2024-09-05 07:07:28,1,809,Live Video,Fresh
http://localhost:5000/video/item_97.mp4,71,14,2024-09-05 11:31:52,9,398,Social Media,Fresh
http://localhost:5000/video/item_21.mp4,87,378,2024-09-05 11:37:06,9,591,News,Fresh
http://localhost:5000/video/item_80.mp4,72,483,2024-09-06 10:55:01,5,300,Social Media,Stale
http://localhost:5000/video/item_85.mp4,66,148,2024-09-04 02:48:43,5,543,Advertisement,Fresh
http://localhost:5000/video/item_14.mp4,100,300,2024-09-04 05:35:08,2,516,Authority Content,Fresh
http://localhost:5000/video/item_59.mp4,61,458,2024-08-29 19:16:42,9,115,Social Media,Stale
http://localhost:5000/video/item_21.mp4,83,496,2024-08-27 11:18:40,6,382,Article,Fresh
http://localhost:5000/video/item_54.mp4,17,89,2024-09-05 04:12:34,5,578,Advertisement,Fresh
http://localhost:5000/video/item_97.mp4,12,335,2024-08-27 19:05:25,9,196,Ebook,Fresh
http://localhost:5000/video/item_2.mp4,64,363,2024-08-29 19:31:25,7,601,Emails,Fresh
http://localhost:5000/video/item_39.mp4,59,452,2024-09-04 07:42:13,9,604,News,Fresh
http://localhost:5000/video/item_71.mp4,16,102,2024-09-06 05:04:23,10,794,Emails,Fresh
http://localhost:5000/video/item_78.mp4,58,329,2024-09-02 21:21:23,2,479,Videos,Fresh
http://localhost:5000/video/item_88.mp4,35,170,2024-08-27 14:06:50,5,468,Infographic,Stale
http://localhost:5000/video/item_57.mp4,16,199,2024-08-27 11:58:55,10,61,Live Video,Stale
http://localhost:5000/video/item_85.mp4,6,295,2024-08-31 23:32:02,3,288,Blogs,Fresh
http://localhost:5000/video/item_67.mp4,12,34,2024-09-06 15:10:22,8,466,Article,Stale
http://localhost:5000/video/item_0.mp4,97,309,2024-08-31 12:02:16,1,857,Article,Stale
http://localhost:5000/video/item_89.mp4,42,455,2024-09-04 14:34:19,9,898,Live Video,Fresh
http://localhost:5000/video/item_52.mp4,28,462,2024-09-07 03:29:03,4,154,Ebook,Stale
http://localhost:5000/video/item_74.mp4,27,327,2024-09-04 06:05:36,2,336,Live Video,Fresh
http://localhost:5000/video/item_83.mp4,24,353,2024-09-01 04:42:13,3,383,Infographic,Stale
http://localhost:5000/video/item_87.mp4,89,320,2024-09-06 22:29:15,10,871,Emails,Fresh
http://localhost:5000/video/item_23.mp4,74,193,2024-09-02 07:38:59,9,17,Ebook,Fresh
http://localhost:5000/video/item_45.mp4,55,337,2024-08-28 09:38:45,7,552,Blogs,Stale
http://localhost:5000/video/item_12.mp4,98,151,2024-09-02 03:09:48,1,305,News,Fresh
http://localhost:5000/video/item_93.mp4,94,61,2024-08-29 09:41:47,1,23,Blogs,Fresh
http://localhost:5000/video/item_88.mp4,44,356,2024-09-04 11:56:57,6,415,Blogs,Fresh
http://localhost:5000/video/item_41.mp4,25,220,2024-08-28 20:02:09,3,972,Authority Content,Fresh
http://localhost:5000/video/item_57.mp4,20,123,2024-09-02 11:18:38,5,3,Blogs,Stale
http://localhost:5000/video/item_60.mp4,65,420,2024-09-01 03:04:26,5,490,News,Stale
http://localhost:5000/video/item_6.mp4,81,466,2024-09-02 09:42:11,9,944,Social Media,Stale
http://localhost:5000/video/item_73.mp4,5,347,2024-08-31 18:18:11,7,105,Live Video,Fresh
http://localhost:5000/video/item_29.mp4,56,166,2024-09-03 07:01:43,4,25,Videos,Stale
http://localhost:5000/video/item_36.mp4,94,241,2024-09-06 13:19:12,5,707,Videos,Stale
http://localhost:5000/video/item_26.mp4,59,189,2024-09-07 03:20:03,4,949,Videos,Fresh
http://localhost:5000/video/item_11.mp4,69,497,2024-08-29 05:55:42,5,319,Advertisement,Stale
http://localhost:5000/video/item_99.mp4,45,415,2024-09-07 01:30:35,3,871,Ebook,Fresh
http://localhost:5000/video/item_39.mp4,36,342,2024-09-03 15:06:34,7,796,Article,Fresh
http://localhost:5000/video/item_89.mp4,72,382,2024-08-29 00:59:29,8,526,Videos,Stale
http://localhost:5000/video/item_55.mp4,64,242,2024-09-05 08:28:48,6,465,Live Video,Stale
http://localhost:5000/video/item_83.mp4,16,217,2024-08-30 23:53:12,6,360,Infographic,Stale
http://localhost:5000/video/item_39.mp4,59,399,2024-09-04 06:55:51,4,941,Live Video,Fresh
http://localhost:5000/video/item_96.mp4,73,364,2024-08-29 05:52:31,6,183,Article,Stale
http://localhost:5000/video/item_90.mp4,4,482,2024-09-05 02:16:03,6,686,News,Stale
http://localhost:5000/video/item_24.mp4,87,489,2024-09-01 21:10:25,2,434,Ebook,Stale
http://localhost:5000/video/item_19.mp4,83,437,2024-09-01 13:17:13,1,38,Article,Stale
http://localhost:5000/video/item_4.mp4,98,73,2024-09-06 18:19:27,6,255,News,Fresh
http://localhost:5000/video/item_6.mp4,36,222,2024-09-06 03:30:01,8,420,Blogs,Stale
http://localhost:5000/video/item_85.mp4,71,340,2024-08-30 22:51:54,9,661,Emails,Fresh
http://localhost:5000/video/item_97.mp4,29,164,2024-09-03 20:09:12,10,42,Ebook,Stale
http://localhost:5000/video/item_45.mp4,88,411,2024-09-05 18:00:22,10,982,Videos,Fresh
